ProductID,ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor
10000215,Parx Men Pink & Blue Striped Polo Collar T-shirt,Parx,Men,559,5,"Pink and blue striped T-shirt, has polo collar, short sleeves",Blue
10003695,even Men Grey Woven Design Nehru Jacket,even,Men,1039,5,"Grey woven design nehru jacket, has a mandarin collar, a full button placket, sleeveless, three pockets.", Grey
10013623,PARFAIT Plus Size Beige Solid Underwired Lightly Padded T-shirt Bra 4812,PARFAIT,Women,1609,2,Beige solid full-coverage T-shirt bra Lightly Padded and Underwired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
10006015,ID Men Tan Brown Solid Comfort Leather Sandals,ID,Men,1785,5,A pair of tan solid Comfort SandalsLeather upper materialSole material: PUCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, Brown
10017631,Parx Men White & Orange Slim Fit Checked Casual Shirt,Parx,Men,699,5,"White and orange checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", White
10007663,ether Women Maroon Solid Suede Finish Open Toe Flats,ether,Women,1399,5,"A pair of maroon solid open-toed flats, has regular styling, no back strap detailSuede upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Maroon
10003899,Crimsoune Club Men Orange & White Slim Fit Checked Casual Shirt,Crimsoune Club,Men,1599,5,"Orange and white checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", White
10013427,SEJ by Nisha Gupta Red & Blue Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,999,3,Set content: 1 open dry binColour: Red and bluePattern: Ethnic printShape: Rectangular,Blue
10015165,Urban Dog Men Navy Blue Solid Regular Fit Sports Shorts,Urban Dog,Men,399,5,"Navy Blue solid mid-rise sports shorts, has two pockets, a drawstring closure",Blue
10017163,Carrera Men Grey Sneakers,Carrera,Men,4499,5,"A pair of round-toe grey sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Grey
10002865,Aj DEZInES Boys Peach-Coloured & Brown Solid Kurta with Pyjamas,Aj DEZInES,Boys,539,5,"Peach-Coloured and brown solid kurta with pyjamasBrown straight above knee kurta, has a mandarin collar, long sleeves, curved hem, side slitsBrown Solid pyjamas, has elasticated waistband, slip-on closureComes with peach coloured self design jacket has mandarin collar, button closure, sleeveless", Red
10013631,PARFAIT Plus Size Beige Solid Underwired Lightly Padded Everyday Bra 6901,PARFAIT,Women,1609,3,Beige solid medium-coverage Everyday bra Lightly Padded and Underwired cut and sew cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
10012879,JEWEL JUNCTION Men Silver-Toned & Blue Geometric Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of silver-toned and yellow geometric printed cufflinks,Blue
10003347,Gini and Jony Boys Grey & White Embroidered Round Neck T-shirt with Applique Detail,Gini and Jony,Boys,489,3,"Grey embroidered T-shirt with applique detail and all over washed effect, has a round neck, short sleeves", Red
10012863,JEWEL JUNCTION Men Gold-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of gold-toned and black geometric textured cufflinks, Gold
10003851,Homesake Gold-Toned & White Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1836,5,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and whitePattern: SolidShape: FrustumShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb, White
1000894,U.S. Polo Assn. Kids Boys Yellow Hooded Sweatshirt,U.S. Polo Assn. Kids,Boys,899,4,"Yellow sweatshirt, has an attached hood with drawstring fastening, a full zip closure, long sleeves with applique detail on one sleeve, split kangaroo pocket, an embroidered applique on the back and an inner fleece lining", Yellow
10004123,HIGHLANDER Men White & Grey Slim Fit Striped Casual Shirt,HIGHLANDER,Men,699,5,"White and grey striped casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket", White
10012823,SEJ by Nisha Gupta Set of 4 Multicoloured Printed Table Placemats,SEJ by Nisha Gupta,Unisex,799,4,Set content: 4 table matsShape: RectangleColour: MulticolouredPattern: PrintedSuitable For: 4 seater tableMaterial: Cotton, Red
10007763,her by invictus Women Black Solid Cushioned Smart Casual Derbys,her by invictus,Women,1999,6,"A pair of black pointed-toed derbys with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, lace-up detailSynthetic upperFoam Cushioned footbedTextured outsole with a stacked heelWarranty: 3 months against manufacturing defectsWarranty provided by Brand Owner / Manufacturer", Black
10012363,Lakme 9To5 Eye Quartet Eyeshadow - Royal Peacock 7 g,Lakme,Women,520,5,Lakme 9To5 Eye Quartet EyeshadowShade name: Royal Peacock,
10003801,Homesake Gold-Toned & Red Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1620,5,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and redPattern: SolidShape: FrustumShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb, Red
10009623,SPYKAR Women Blue Adora Skinny Fit High-Rise Low Distressed Stretchable Ankle Jeans,SPYKAR,Women,1079,7,"Blue medium wash 5-pocket high-rise jeans, low distressed, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
1000494,Russell Athletic Black Printed Hooded Sweatshirt,Russell Athletic,Women,2999,5,"Black sweatshirt, has an attached hood with drawstring fastening, long sleeves, printed on the front, a kangaroo pocket, a ribbed hem, fleece lining", Black
10003047,Gini and Jony Girls Peach-Coloured & Blue Embroidered Top,Gini and Jony,Girls,559,4,"Peach-Coloured & blue embroidered knitted regular top with sequinned and ruffled detail, has a round neck, and short sleeves",Blue
10013037,Sera Women Green & Blue Printed Kurta with Palazzos,Sera,Women,1317,5,"Green and maroon printed kurta with palazzosGreen and bluestraight calf length kurta, has a V-neck, sleeveless, straight hem, side slitsBlue Solid palazzos, has partially elasticated waistband, button closure",Blue
10001491,MIMOSA Navy Blue & Red Art Silk Woven Design Kanjeevaram Saree,MIMOSA,Women,1195,5,"Design Detail:Navy Blue kanjeevaram  woven design saree and has a zari border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look likeOrigin:Kanjeevaram sarees are made in the Kanchipuram region in Tamil Nadu. The fabric bears the images of all the scriptures embossed on the walls of the temples of the Kanchipuram village.Fabric:Art silk is manufactured by synthetic fibres like rayon. It's light in weight and is soft on the skin for comfort in summers.",Blue
10017213,Kazo Women Green Smocked Peplum Top,Kazo,Women,1690,5,Green solid woven peplum  top and has a strapless, Green
10003569,Gini and Jony Girls Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,Gini and Jony,Girls,699,3,"Blue medium wash 5-pocket mid-rise jeans with side taping detail and distressed detail on the back, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
10013415,SEJ by Nisha Gupta Pink & Black Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,999,3,"Set content: 1 open dry binColour: Pink, black and whitePattern: Floral printShape: Rectangular", Black
10001715,Goldea Edp 90Ml,Bvlgari,Women,10950,2,"Inspired by gold and light, Bvlgari presents this 'Goldea' Edt, which has begins with the top notes of crystal musk, orange blossom, raspberry, and bergamot. Ita heart notes include golden musk, ylang-ylang, and jasmine with base notes of velvety musk, amber, patchouli, and Egyptian papyrus. The name of this perfume means ' Gold Goddess' and it comes in a pack of 90ml. ", Gold
10016713,Vishudh Women Mustard Orange & Pink Floral Print Maxi Dress,Vishudh,Women,1999,5,"Mustard orange and pink printed maxi dress, has a round neck,, concealed zip closure,, flared hem", Pink
10003437,Gini and Jony Boys Navy Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,Gini and Jony,Boys,1049,3,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue
10018013,Puma Men Blue Sneakers,Puma,Men,1799,5,"A pair of round-toe blue sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue
10015877,Raymond Men Grey Solid Single-Breasted Formal Blazer,Raymond,Men,3149,5,"Grey solid single breasted blazer, has a notched lapel collar, double button closures, long sleeves, three pockets and a double vented hem", Grey
1000709,ahilya Sterling Silver Bangle,ahilya,Women,4220,5,"Silver-toned textured bangle, has elephant-shaped detail on both the ends", Silver
10006083,ID Men Tan Brown Leather Loafers,ID,Men,1218,5,"A pair of square toe tan loafers, has regular styling, slip-on detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Brown
10012719,MIAH Decor Brown Set of 3 Printed Ceramic Art Storage Jar,MIAH Decor,Unisex,3116,5,Content: Set of 3 Printed Ceramic Art Storage JarPattern: PrintedFinish: GlossyMaterial: CeramicFeatures: Dishwasher and Microwave Safe, Brown
10007787,ether Women Beige Solid Open Toe Flats,ether,Women,599,5,"A pair of beige open-toed flats, has regular styling, buckle detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Beige
10012759,Peter England Men Pink & Blue Striped Briefs PIWBPH9186011,Peter England,Men,266,5,"A pair of pink and blue striped briefs, has an elasticated waistband and a panelled front with a double-layered contoured pouch",Blue
10017011,Campus Sutra Men Maroon Ombre-Dyed Henley Neck T-shirt,Campus Sutra,Men,699,5,"Maroon ombre-dyed T-shirt, has a Henley neck, and short sleeves", Maroon
10000593,Parx Men Cream-Coloured Tapered Fit Solid Regular Trousers,Parx,Men,959,5,"Cream-Coloured solid mid-rise regular trousers, has a button closure, four pockets", Red
10017603,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,679,5,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one pocket",Blue
10001497,AIGNER Men Blue Eau de Toilette 125 ml,AIGNER,Men,4350,3,"NotesTop notes: Lemon, apple and clovesMiddle notes: Rose, lily-of-the-valley, leather and saffronBase notes: Cedar, musk, vanilla and amber",Blue
10009611,SPYKAR Women Black Alexa Super Skinny Fit High-Rise Clean Look Stretchable Ankle Jeans,SPYKAR,Women,1214,7,"Black dark wash 5-pocket high-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops", Black
10016983,Campus Sutra Men Blue Colourblocked Round Neck T-shirt,Campus Sutra,Men,699,5,"Blue colourblocked T-shirt, has a round neck, and long sleeves",Blue
10016985,Campus Sutra Men Blue & Black Standard Regular Fit Checked Casual Shirt,Campus Sutra,Men,449,5,"Blue and black checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
10003249,Gini and Jony Girls Red Printed Regular Fit Shorts,Gini and Jony,Girls,559,3,"Red printed mid-rise regular shorts has a slip-on closure, 2 pockets", Red
10003411,Gini and Jony Girls Peach-Coloured Embroidered Top,Gini and Jony,Girls,419,3,"Peach-Coloured printed knitted regular  top, has a round neck, and short sleeves", Red
10017503,Soie Black Solid Non-Wired Non Padded Everyday Bra CB-332BLACK,Soie,Women,552,5,Black solid full-coverage Everyday bra Non Padded and Non-Wired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
10017917,Parx Men Red & Black Slim Fit Printed Casual Shirt,Parx,Men,639,5,"Red and black printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Red
10007783,ether Women Green Solid Open Toe Flats,ether,Women,1199,5,"A pair of green open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 45 daysWarranty provided by brand/manufacturer", Green
10005971,Difference of Opinion Men Black Solid Round Neck T-shirt with Side Stripes,Difference of Opinion,Men,499,5,"Black solid T-shirt, has a round neck, long sleeves", Black
1001061,Blackberrys Black Single-Breasted Slim Fit Formal Blazer,Blackberrys,Men,3597,6,"Black woven formal blazer, has a notched lapel, single-breasted with double button closure, long sleeves with buttoned detail on the hems, structured shoulders, two welt pockets on the front, a mock chest pocket, a double vented back hem, and has an attached lining with three built-in pockets", Black
10005969,Difference of Opinion Men Navy Blue Printed Round Neck T-shirt,Difference of Opinion,Men,499,5,"Navy Blue printed T-shirt, has a round neck, and long sleeves",Blue
10012723,MIAH Decor Off-White & Green Set of 2 Handpainted Ceramic Coffee Mugs,MIAH Decor,Unisex,1079,5,Type: Coffee mugsPattern: PrintedFinish: MatteMaterial: Ceramic, Green
10017001,Campus Sutra Men Grey & Blue Regular Fit Checked Casual Shirt,Campus Sutra,Men,599,5,"Grey and blue checked casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue
10012779,SEJ by Nisha Gupta Set of 6 Multicoloured Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,4,Set content: 6 table matsShape: RectangleColour: MulticolouredPattern: PrintedSuitable For: 6 seater tableMaterial: Cotton, Red
10013719,PARFAIT Plus Size Black Lace Underwired Non Padded Everyday Bra 3102,PARFAIT,Women,1749,2,Black lace full-coverage Everyday braNon Padded and Underwired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red
10017589,Parx Men Red Slim Fit Checked Casual Shirt,Parx,Men,949,5,"Red checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Red
10004177,HIGHLANDER Men Navy Blue & Grey Slim Fit Striped Regular Trousers,HIGHLANDER,Men,1299,5,"Navy Blue and grey striped mid-rise regular trousers, has a button closure, four pockets",Blue
10017359,Story@home Beige Floral 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1399,4,Set content: 1 King bedsheet with 2 pillow coversQuality: FineThread count: 210Colour: BeigePattern: Floral, Beige
10004283,Parx Men Grey Striped Sweater,Parx,Men,559,5,"Grey striped sweater, has a V-neck, long sleeves, ribbed hem", Grey
10001271,Playdate Girls Black Striped Top,Playdate,Girls,659,6,"Black and Grey striped woven regular  top, has a round neck, and sleeveless", Black
10017693,Parx Men Red & Navy Blue Slim Fit Checked Casual Shirt,Parx,Men,854,5,"Red and navy blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10005967,Difference of Opinion Men Olive Green Solid Round Neck T-shirt With Side Strip Detail,Difference of Opinion,Men,499,5,"Olive green solid T-shirt, has a round neck, long sleeves With side strip details", Green
1001221,Rocia Women Black & Silver-Toned Wedges,Rocia,Women,1512,5,A pair of black and silver-toned wedgesSynthetic thong-style upper embellished with beads and stonesCushioned footbedTextured and patterned outsoleWarranty: 3 months against manufacturing defects only (not valid on products under discount or promotional offer), Black
10001773,DAVID BECKHAM Men Beyond Eau De Toilette 90 ml,DAVID BECKHAM,Men,1740,3,"NotesTop notes: Mojito Chords, Sparkling Grapefruit, CardamomHeart notes: Cedar, Tart Geranium, Black PepperBase notes: Vanilla, Patchouli and Leather",
10012883,JEWEL JUNCTION Gold-Toned Rectangle Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of gold-toned rectangle solid cufflinksComes in a signature JEWEL JUNCTION case, Gold
10006045,ID Men Tan Brown Leather Sneakers,ID,Men,2685,5,"A pair of round-toe tan brown sneakers, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Brown
10012969,JEWEL JUNCTION Silver-Toned Quirky Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of silver-toned quirky textured cufflinks, Silver
10013413,SEJ by Nisha Gupta Green & Blue Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,999,3,Set content: 1 open dry binColour: Green and bluePattern: Peacock printShape: Rectangular,Blue
10012715,MIAH Decor Multicoloured Kitchen Storage Jar with Lid,MIAH Decor,Unisex,1199,3,Type: Kitchen Storage Jar with lidPattern: PrintedFinish: GlossyMaterial: Ceramic, Red
10014933,AccessHer Gold-Plated Embellished Nose Ring with Chain,AccessHer,Women,559,3,"Gold-plated, nose ring with green meenakari and pearl chain", Gold
10013361,Marvel by Wear Your Mind Boys White Printed Round Neck T-shirt,Marvel by Wear Your Mind,Boys,549,3,"White Printed Round Neck T-shirt,short sleeves", White
10003469,Palm Tree Boys Blue Regular Fit Washed Chambray Shirt,Palm Tree,Boys,839,3,"Blue washed chambray shirt, has a spread collar, short sleeves, button placket, curved hem, and 1 patch pocket",Blue
10004145,HIGHLANDER Men Coral & White Slim Fit Checked Casual Shirt,HIGHLANDER,Men,699,5,"Coral and white checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", White
10017667,Parx Men Mauve Slim Fit Printed Casual Shirt,Parx,Men,594,5,"Mauve printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",
10005983,ID Men Black Solid Leather Thong Flip-Flops,ID,Men,1195,5,A pair of black solid flip flopsSynthetic upper materialCushioned footbedPatterned synthetic outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer, Black
10004509,Park Avenue Women Blue Solid Single-Breasted Blazer,Park Avenue,Women,1439,5,"Blue solid single-breasted blazer, has a shawl collar, two pockets, button closure, long sleeves, straight hem, polyester lining",Blue
10003493,Gini and Jony Girls Pink & White Printed Top,Gini and Jony,Girls,629,3,"Pink and white striped woven regular top, has a round neck, short sleeves", White
10005909,Difference of Opinion Men Grey Printed Round Neck T-shirt,Difference of Opinion,Men,499,5,"Grey printed T-shirt, has a round neck, long sleeves", Grey
10003417,Gini and Jony Boys Black Slim Fit Printed Regular Trousers,Gini and Jony,Boys,1329,3,"Black printed mid-rise regular trousers, button closure, zip fly and 4 pocketsComes with a black belt, has a tang closure", Black
10004121,HIGHLANDER Men White & Blue Slim Fit Checked Casual Shirt,HIGHLANDER,Men,699,5,"White and blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10017695,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,752,5,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10005997,ID Men Navy Blue Solid Leather Mid-Top Sneakers,ID,Men,1286,5,"A pair of round-toe navy blue sneakers, has mid-top styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue
10015145,Urban Dog Men Charcoal Printed Regular Fit Sports Shorts,Urban Dog,Men,399,5,"Charcoal printed mid-rise sports shorts, has two pockets, a drawstring closure", Charcoal
1001707,Annabelle By Pantaloons Off-White Sleeveless Top,Annabelle by Pantaloons,Women,999,6,"Off-white pattern woven top, has a round neck, sleeveless, a curved hem, an attached lining", White
10001057,Park Avenue Men Red Solid Jacket,Park Avenue,Men,1749,5,"Red solid padded jacket, has a mock collar, three pockets, snap button closure, sleeveless, straight hem, unlined lining", Red
10000761,Lady Lyka Women Fuschia and Turquoise Blue Pack of 2 T-shirt Bras HAPPY-MOODS-FCA-SKY,Lady Lyka,Women,848,4,Pack of 2 Fuschia and turquoise blue solid medium-coverage T-shirt braNon Padded and Non-Wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort,Blue
10014759,AccessHer Women Gold-Plated American Diamond & Ruby Studded Jewelry Set,AccessHer,Women,4880,4,"This jewellery set consists of a necklace and a pair of earringsGold-toned and ruby studded necklace secured by drawstring closureA pair of matching drop earrings, secured with post and back closure", Gold
10003843,Homesake Gold-Toned Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1620,5,Type: Handcrafted Table Lamp with ShadeColour: Gold-TonedPattern: SolidShape: GeometricShade material: FabricBase material: AluminiumSwitch Type: Toggle Button, Gold
10013049,Sera Women Sea Green & Maroon Printed Kurta with Palazzos,Sera,Women,1317,5,"Sea green and maroon printed kurta with palazzosSea green and maroon straight calf length kurta, has a V-neck, sleeveless, straight hem, side slitsWhite solid palazzos, has partially elasticated waistband, button closure", Green
10007611,ether Women Black Solid Slip-Ons,ether,Women,559,5,"A pair of round-toe black solid slip-ons, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 45 daysWarranty provided by brand/manufacturer", Black
10012805,SEJ by Nisha Gupta Set of 6 Yellow & Multicoloured Printed Table Placemats,SEJ by Nisha Gupta,Unisex,899,4,Set content: 6 table mats Shape: Rectangle Colour: Yellow and multicoloured Pattern: Printed Suitable For: 6 seater table Material: Cotton , Red
10014795,AccessHer Gold-Plated & Red Meenakari Maang Tika,AccessHer,Women,845,3,"Gold-plated and red meenakari maang tikka, embellished with artificial stonesSecured with a fish-hook ear wire", Red
10013035,Sera Women Yellow & Off-White Printed Kurta with Palazzos,Sera,Women,1477,5,"Yellow and off-white printed kurta with palazzosYellow straight calf length kurta, has a keyhole neck, three-quarter sleeves, straight hem, side slitsOf-white Solid palazzos, has partially elasticated waistband, button closure", Yellow
10013237,TAYHAA Black & White Square Photo Frame,TAYHAA,Unisex,450,4,Set Content: 1 photo frame Colour: Black and white Frame Pattern: Solid Shape: Sqaure Type: Single Material: Acrylic , Black
10004477,Park Avenue Women Blue Solid A-Line Top,Park Avenue,Women,509,5,"Blue solid A-line top, has v-neck, three quarter sleeves, ruffle detailing, lace inserts",Blue
10007743,her by invictus Women Pink Solid Cushioned Smart Casual Derbys,her by invictus,Women,1999,6,"A pair of pink pointed toe derbys with cushioned footbed and comfortable lining, has regular styling, lace-up detailSynthetic upperFoam Cushioned footbedTextured outsole with a stacked heelWarranty: 3 months against manufacturing defectsWarranty provided by Brand Owner / Manufacturer", Pink
10003209,Palm Tree Boys Off-White & Grey Printed Polo Collar T-shirt,Palm Tree,Boys,419,3,"Off-white and Grey printed T-shirt, has a polo collar, and short sleeves", White
10006199,berrytree Girls Pink A-Line Organic Cotton Sustainable Dress,berrytree,Girls,499,6,"Pink printed knitted A-line dress, has a round neck, short sleeves, flared hem", Pink
10013131,SIMON CARTER LONDON Men Blue & Pink Slim Fit Printed Casual Shirt,SIMON CARTER LONDON,Men,1019,5,"Blue and pink printed casual shirt, has a spread collar, long sleeves, button placket, curved hem",Blue
10012731,MIAH Decor Multicoloured Set Of 6 Printed Khullad Cups,MIAH Decor,Unisex,865,4,Content: Set Of 6 Khullad CupsPattern: PrintedFinish: GlossyMaterial: CeramicFeatures: Dishwasher and Microwave Safe, Red
10004267,Parx Men Grey Solid Sweater,Parx,Men,804,5,"Grey solid sweater, has a V-neck, long sleeves, ribbed hem", Grey
10017457,DKNY Unisex Black Medium Trolley Bag,DKNY,Unisex,24800,7,"Black textured medium trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining, two compression straps with click clasps and one zip pocketWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", Black
10003531,Gini and Jony Boys Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Gini and Jony,Boys,1329,3,"Blue medium wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue
10012807,SEJ by Nisha Gupta Set of 4 Printed Table Placemats,SEJ by Nisha Gupta,Unisex,799,4,Set content: 4 table mats Shape: Rectangle Colour: Pink and greenPattern: Printed Suitable For: 4 seater table Material: Cotton ,
10006063,ID Men Black Leather Formal Slip-Ons,ID,Men,1192,5,"A pair of black round-toed formal slip-on shoes, has elasticated gussets on both sidesLeather upperCushioned footbedTextured TPR outsoleWarranty: 3 months against manufacturing defect onlyWarranty provided by the brand owner / manufacturer", Black
10013261,Soie Women Black Slim Fit Striped Cigarette Trousers,Soie,Women,1112,5,"Black striped mid-rise cigarette trousers, has a hook and bar closure, two pockets", Black
10006071,ID Men Brown Leather Loafers,ID,Men,2685,5,"A pair of round-toe brown loafers, has regular styling, slip-on detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Brown
10012707,MIAH Decor Off-White & Navy Blue Set of 2 Handpainted Ceramic Coffee Mugs,MIAH Decor,Unisex,1079,4,Type: Coffee MugsPattern: PrintedFinish: MatteMaterial: Ceramic,Blue
10017453,DKNY Unisex Purple Medium Trolley Bag,DKNY,Unisex,24800,7,"Purple textured medium trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining, two compression straps with click clasps and one zip pocketWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", Purple
10016269,EthnoVogue Women Coral Pink & Yellow Printed Made to Measure Printed Maxi Dress,EthnoVogue,Women,6289,7,"Coral pink and yellow printed made to measure maxi dressCoral pink and yellow printed made to measure maxi dress, has a round-neck, sleeveless, has attached embellished jacket with tie-up detailing, concealed side zip closure, padded cups, attached lining with mesh detailing, flared hemWhat is Made to Measure? Customised gown according to your Bust and Length. So please refer to the Size Chart to pick your perfect size.How to measure bust?Measure under your arms and around your chest to find your bust size in inchesHow to measure Gown length?Measure from shoulder till barefoot to find dress length in inches", Yellow
10009767,SPYKAR Women Blue Alicia Super Skinny Fit Low-Rise Low Distress Stretchable Jeans,SPYKAR,Women,2399,7,"Blue medium wash 5-pocket low-rise jeans, low distress, light fade, has a button and zip closure, and waistband with belt loops",Blue
10013423,SEJ by Nisha Gupta Pink & Green Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,999,3,Set content: 1 open dry binColour: Pink and greenPattern: Floral printShape: Rectangular, Green
10016757,Vishudh Women Off-White & Brown Floral Printed Kurta,Vishudh,Women,1299,5,"Off-White & Brown Printed Kurta, has a shirt collar, three-quarter sleeves, button closure", White
10017585,Parx Men White Slim Fit Printed Casual Shirt,Parx,Men,822,5,"White printed casual shirt, has a spread collar, short sleeves, button placket,  curved hem, one patch pocket", White
10017567,Soie Nude-Coloured lace Underwired Non Padded full coverage Everyday Bra FB-610,Soie,Women,728,5,Nude printed full-coverage Everyday bra Non Padded and Flexible Underwired seamless three layered cupsCushioned front straps with lace and back closureSandwiched brushed layer for no show apex, Red
10000583,Parx Men Khaki Slim Fit Solid Regular Trousers,Parx,Men,769,5,Khaki brown solid regular trousers regular trousers, Khaki
10017507,Soie Green lace Underwired Non Padded full coverage Everyday Bra FB-610,Soie,Women,693,5,Green full-coverage Everyday bra Non Padded and Flexible Underwired seamless three layered cupsCushioned front straps with lace and back closureSandwiched brushed layer for no show apex, Green
10003365,Gini and Jony Boys Rust Red & Navy Striped Round Neck T-shirt,Gini and Jony,Boys,299,3,"Rust red and Navy striped T-shirt with applique detail, has a round neck, and short sleeves", Red
10016001,Tokyo Talkies Women Mustard Solid Top,Tokyo Talkies,Women,699,5,Mustard solid regular  fit, Mustard
10000533,Parx Men Blue Striped Polo Collar T-shirt,Parx,Men,384,5,"Blue striped t-shirt, has a polo collar, short sleeves",Blue
10001731,DKNY Women Nectar Love Eau de Toilette 50 ml,DKNY,Women,2860,2,"NOTESTop notes are grapefruit, mandarin orange, nectarine, yellow freesia and solar notesmiddle notes are jasmine, lily-of-the-valley and mirabellebase notes are beeswax, cedar, vanilla, musk and neroliHOW TO USE?Spray into body for a refreshing effect. Reapply as desired.ABOUT THE COLLECTIONDKNY Golden Delicious celebrates luxury and splendor with its rich and accentuated aromas of juicy 'Golden delices' apple, accompanied by orange blossom and mirabelle plum.ABOUT THE BRANDDKNY fragrances reflect Donna Karan?s love of New York and her desire to create a brand designed for the truly modern woman on the go with a multifaceted lifestyle. Celebrating the calm and chaos of the city, DKNY blurs the lines between aspiration and practicality, balancing softness and tension. Like the city that inspired it, DKNY Fragrance celebrates individuality with a playful spirit.",
10015819,Raymond Men Maroon Slim Fit Solid Formal Shirt,Raymond,Men,769,5,"Maroon solid formal shirt, has a spread collar, long sleeves, button placket,  straight hem,", Maroon
10016997,Campus Sutra Men Black & Grey Melange Printed Round Neck T-shirt,Campus Sutra,Men,699,5,"Black and grey melange printed T-shirt, has a round neck, and long sleeves", Black
